u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,rfid_c,rfid,avgspeed,time,bridge,EV1_me,EV1_fr,EV2_me,EV2_fr,dam_EV1_al_segments,dam_EV1_al,dam_EV1_MAN_segments,dam_EV1_MAN,dam_EV2_al_segments,dam_EV2_al,dam_EV2_MAN_segments,dam_EV2_MAN,name,junction
42009257,3475088037,0,340425125,True,1,nan,motorway_link,50,False,8.181,1575,107,50.0,0.0,nan,,1.0,,1.0,[np.float64(nan)],0.0,[np.float64(nan)],0.0,[np.float64(nan)],0.0,[np.float64(nan)],0.0,nan,nan
42010565,3475087790,0,241265004,True,1,nan,motorway_link,50,False,8.426,27,7,50.0,0.0,nan,,1.0,,1.0,[np.float64(nan)],0.0,[np.float64(nan)],0.0,[np.float64(nan)],0.0,[np.float64(nan)],0.0,nan,nan
42010565,3441582576,0,"[587459368, 337060734]",True,2,nan,primary,50,False,185.361,"[1538, 1540, 1541, 1542, 1543, 1544, 1547, 1548, 1549, 1550, 1551, 1552, 1553, 1938, 1939, 1940, 1937, 28, 1744, 1746]",8,50.0,0.004,nan,2.0714285714285716,1.0,3.210526315789474,1.0,"[np.float64(nan), np.float64(nan), np.float64(34.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(32.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(19.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(nan), np.float64(30.0), np.float64(nan)]",123.0,"[np.float64(nan), np.float64(nan), np.float64(34.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(32.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(19.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(nan), np.float64(30.0), np.float64(nan)]",123.0,"[np.float64(nan), np.float64(nan), np.float64(41.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(48.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(19.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(nan), np.float64(52.0), np.float64(nan)]",168.0,"[np.float64(nan), np.float64(nan), np.float64(41.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(48.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(19.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(nan), np.float64(52.0), np.float64(nan)]",168.0,Nieuwe Limmelderweg,nan
42010565,42012783,0,"[6779730, 587459362]",True,"['1', '2']",A79,motorway_link,100,False,380.95700000000005,"[32, 36, 1701, 1702, 1700, 40, 1769, 2662, 1006, 1233, 2130]",11,100.0,0.004,nan,3.388235294117647,1.0,4.493243243243243,1.0,"[np.float64(nan), np.float64(17935.0), np.float64(17262.0), np.float64(5192.0), np.float64(nan), np.float64(nan), np.float64(16957.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",57346.0,"[np.float64(nan), np.float64(17935.0), np.float64(17262.0), np.float64(5192.0), np.float64(nan), np.float64(nan), np.float64(16957.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",57346.0,"[np.float64(nan), np.float64(19550.0), np.float64(19513.0), np.float64(9439.0), np.float64(nan), np.float64(20849.0), np.float64(41741.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",111092.0,"[np.float64(nan), np.float64(19550.0), np.float64(19513.0), np.float64(9439.0), np.float64(nan), np.float64(20849.0), np.float64(41741.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",111092.0,nan,nan
42012660,42017065,0,"[435722624, 471789767, 6779722, 6779723, 6779084, 6779087, 85694896, 6779089, 508822928, 85694899, 6779102]",True,"['3', '2']",A79,motorway,100,False,2280.6160000000004,"[128, 131, 143, 1682, 147, 1684, 1686, 1687, 1690, 155, 158, 160, 161, 2084, 38, 2086, 1835, 1836, 1837, 1838, 1839, 1840, 1841, 50, 1842, 1843, 58, 65, 1605, 2250, 2251, 2252, 77, 2253, 2254, 2255, 80, 74, 2388, 1111, 1112, 90, 2396, 1117, 2397, 1118, 1119, 98, 1122, 1124, 1131, 1005, 114, 116, 2421, 2422, 118, 121]",9,100.0,0.023,"['yes', 'viaduct']",3.6988950276243093,1.0,4.253623188405797,1.0,"[np.float64(nan), np.float64(nan), np.float64(3724.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(23333.0), np.float64(2543.0), np.float64(15095.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(27717.0), np.float64(nan), np.float64(14932.0), np.float64(15323.0), np.float64(2964.0), np.float64(2794.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(18818.0), np.float64(nan), np.float64(nan), np.float64(8952.0), np.float64(28709.0), np.float64(25610.0), np.float64(nan), np.float64(3539.0), np.float64(nan), np.float64(16100.0), np.float64(6500.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(2668.0), np.float64(nan), np.float64(14617.0), np.float64(nan), np.float64(18879.0), np.float64(2991.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",255808.0,"[np.float64(nan), np.float64(nan), np.float64(3724.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(23333.0), np.float64(2543.0), np.float64(15095.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(27717.0), np.float64(nan), np.float64(14932.0), np.float64(15323.0), np.float64(2964.0), np.float64(2794.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(18818.0), np.float64(nan), np.float64(nan), np.float64(8952.0), np.float64(28709.0), np.float64(25610.0), np.float64(nan), np.float64(3539.0), np.float64(nan), np.float64(16100.0), np.float64(6500.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(2668.0), np.float64(nan), np.float64(14617.0), np.float64(nan), np.float64(18879.0), np.float64(2991.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",255808.0,"[np.float64(nan), np.float64(nan), np.float64(7860.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(23333.0), np.float64(10332.0), np.float64(22556.0), np.float64(3127.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(41029.0), np.float64(nan), np.float64(15810.0), np.float64(15323.0), np.float64(2964.0), np.float64(5894.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(21924.0), np.float64(nan), np.float64(nan), np.float64(8952.0), np.float64(28709.0), np.float64(26266.0), np.float64(nan), np.float64(6488.0), np.float64(3885.0), np.float64(20337.0), np.float64(16598.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(4310.0), np.float64(nan), np.float64(14617.0), np.float64(nan), np.float64(24473.0), np.float64(4487.0), np.float64(nan), np.float64(4067.0), np.float64(2469.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",335810.0,"[np.float64(nan), np.float64(nan), np.float64(7860.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(23333.0), np.float64(10332.0), np.float64(22556.0), np.float64(3127.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(41029.0), np.float64(nan), np.float64(15810.0), np.float64(15323.0), np.float64(2964.0), np.float64(5894.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(21924.0), np.float64(nan), np.float64(nan), np.float64(8952.0), np.float64(28709.0), np.float64(26266.0), np.float64(nan), np.float64(6488.0), np.float64(3885.0), np.float64(20337.0), np.float64(16598.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(4310.0), np.float64(nan), np.float64(14617.0), np.float64(nan), np.float64(24473.0), np.float64(4487.0), np.float64(nan), np.float64(4067.0), np.float64(2469.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",335810.0,nan,nan
42012660,1912827603,0,337017270,True,2,A79,motorway,100,False,643.9679999999998,"[33, 1506, 1833, 1834, 1584, 1586, 18, 29, 1237, 23, 1689, 989, 2398]",85,100.0,0.006,nan,1.4782608695652173,1.0,3.5661764705882355,1.0,"[np.float64(8355.0), np.float64(12517.0), np.float64(4168.0), np.float64(nan), np.float64(5698.0), np.float64(3880.0), np.float64(nan), np.float64(nan), np.float64(4081.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(12206.0)]",50905.0,"[np.float64(8355.0), np.float64(12517.0), np.float64(4168.0), np.float64(nan), np.float64(5698.0), np.float64(3880.0), np.float64(nan), np.float64(nan), np.float64(4081.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(12206.0)]",50905.0,"[np.float64(28474.0), np.float64(32035.0), np.float64(11442.0), np.float64(4463.0), np.float64(14630.0), np.float64(16452.0), np.float64(nan), np.float64(10326.0), np.float64(12419.0), np.float64(nan), np.float64(5718.0), np.float64(14563.0), np.float64(40956.0)]",191478.0,"[np.float64(28474.0), np.float64(32035.0), np.float64(11442.0), np.float64(4463.0), np.float64(14630.0), np.float64(16452.0), np.float64(nan), np.float64(10326.0), np.float64(12419.0), np.float64(nan), np.float64(5718.0), np.float64(14563.0), np.float64(40956.0)]",191478.0,nan,nan
42012783,2832217848,0,"[132365576, 6779729]",True,2,A79,motorway,100,False,818.9169999999999,"[37, 1703, 39, 1705, 1704, 11, 13, 16, 1010, 2420, 21, 1017, 26, 2491, 31]",10,100.0,0.008,nan,1.8413461538461537,1.0,3.310272536687631,1.0,"[np.float64(8438.0), np.float64(5547.0), np.float64(nan), np.float64(10384.0), np.float64(5081.0), np.float64(nan), np.float64(nan), np.float64(18018.0), np.float64(5979.0), np.float64(3302.0), np.float64(12276.0), np.float64(nan), np.float64(10544.0), np.float64(31491.0), np.float64(9594.0)]",120654.0,"[np.float64(8438.0), np.float64(5547.0), np.float64(nan), np.float64(10384.0), np.float64(5081.0), np.float64(nan), np.float64(nan), np.float64(18018.0), np.float64(5979.0), np.float64(3302.0), np.float64(12276.0), np.float64(nan), np.float64(10544.0), np.float64(31491.0), np.float64(9594.0)]",120654.0,"[np.float64(23941.0), np.float64(9226.0), np.float64(30600.0), np.float64(29997.0), np.float64(7226.0), np.float64(4430.0), np.float64(9659.0), np.float64(22023.0), np.float64(10022.0), np.float64(6603.0), np.float64(17683.0), np.float64(38809.0), np.float64(13721.0), np.float64(55269.0), np.float64(18172.0)]",297381.0,"[np.float64(23941.0), np.float64(9226.0), np.float64(30600.0), np.float64(29997.0), np.float64(7226.0), np.float64(4430.0), np.float64(9659.0), np.float64(22023.0), np.float64(10022.0), np.float64(6603.0), np.float64(17683.0), np.float64(38809.0), np.float64(13721.0), np.float64(55269.0), np.float64(18172.0)]",297381.0,nan,nan
42012783,10024605460,0,"[1094520673, 1094520674, 6779749, 435562863, 85694897, 85694898, 6779091, 153020405, 6779097, 6779099, 6779742]",True,"['3', '2']",A79,motorway,100,False,2210.5129999999995,"[130, 135, 136, 137, 142, 2452, 2453, 1685, 1688, 153, 157, 159, 2083, 2085, 166, 167, 168, 165, 53, 60, 2119, 2120, 2121, 2122, 2123, 2124, 2125, 2126, 84, 85, 86, 985, 2393, 2394, 92, 1113, 1116, 1115, 1120, 1121, 1114, 988, 1125, 2411, 2412, 2413, 112, 1009, 2423]",124,100.0,0.022,"['yes', 'viaduct']",1.8,1.0,2.6390041493775933,1.0,"[np.float64(4158.0), np.float64(nan), np.float64(16509.0), np.float64(3108.0), np.float64(3456.0), np.float64(nan), np.float64(nan), np.float64(3828.0), np.float64(7208.0), np.float64(25951.0), np.float64(7287.0), np.float64(16580.0), np.float64(16162.0), np.float64(nan), np.float64(nan), np.float64(4555.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(18844.0), np.float64(2927.0), np.float64(5716.0), np.float64(nan), np.float64(nan), np.float64(3393.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(6308.0), np.float64(nan), np.float64(2804.0), np.float64(nan), np.float64(6127.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(5233.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8897.0), np.float64(2691.0), np.float64(4328.0), np.float64(16082.0), np.float64(nan), np.float64(6529.0), np.float64(nan), np.float64(nan)]",198681.0,"[np.float64(4158.0), np.float64(nan), np.float64(16509.0), np.float64(3108.0), np.float64(3456.0), np.float64(nan), np.float64(nan), np.float64(3828.0), np.float64(7208.0), np.float64(25951.0), np.float64(7287.0), np.float64(16580.0), np.float64(16162.0), np.float64(nan), np.float64(nan), np.float64(4555.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(18844.0), np.float64(2927.0), np.float64(5716.0), np.float64(nan), np.float64(nan), np.float64(3393.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(6308.0), np.float64(nan), np.float64(2804.0), np.float64(nan), np.float64(6127.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(5233.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8897.0), np.float64(2691.0), np.float64(4328.0), np.float64(16082.0), np.float64(nan), np.float64(6529.0), np.float64(nan), np.float64(nan)]",198681.0,"[np.float64(4989.0), np.float64(3142.0), np.float64(17191.0), np.float64(3108.0), np.float64(3456.0), np.float64(nan), np.float64(nan), np.float64(17228.0), np.float64(12198.0), np.float64(26263.0), np.float64(7287.0), np.float64(17794.0), np.float64(17555.0), np.float64(nan), np.float64(nan), np.float64(4555.0), np.float64(1641.0), np.float64(nan), np.float64(16956.0), np.float64(30802.0), np.float64(2927.0), np.float64(5716.0), np.float64(nan), np.float64(nan), np.float64(3846.0), np.float64(nan), np.float64(5458.0), np.float64(nan), np.float64(nan), np.float64(21891.0), np.float64(nan), np.float64(2804.0), np.float64(nan), np.float64(6127.0), np.float64(nan), np.float64(3414.0), np.float64(2908.0), np.float64(5233.0), np.float64(nan), np.float64(7834.0), np.float64(nan), np.float64(21130.0), np.float64(2691.0), np.float64(21642.0), np.float64(21208.0), np.float64(14729.0), np.float64(8379.0), np.float64(15765.0), np.float64(nan)]",357867.0,"[np.float64(4989.0), np.float64(3142.0), np.float64(17191.0), np.float64(3108.0), np.float64(3456.0), np.float64(nan), np.float64(nan), np.float64(17228.0), np.float64(12198.0), np.float64(26263.0), np.float64(7287.0), np.float64(17794.0), np.float64(17555.0), np.float64(nan), np.float64(nan), np.float64(4555.0), np.float64(1641.0), np.float64(nan), np.float64(16956.0), np.float64(30802.0), np.float64(2927.0), np.float64(5716.0), np.float64(nan), np.float64(nan), np.float64(3846.0), np.float64(nan), np.float64(5458.0), np.float64(nan), np.float64(nan), np.float64(21891.0), np.float64(nan), np.float64(2804.0), np.float64(nan), np.float64(6127.0), np.float64(nan), np.float64(3414.0), np.float64(2908.0), np.float64(5233.0), np.float64(nan), np.float64(7834.0), np.float64(nan), np.float64(21130.0), np.float64(2691.0), np.float64(21642.0), np.float64(21208.0), np.float64(14729.0), np.float64(8379.0), np.float64(15765.0), np.float64(nan)]",357867.0,nan,nan
42016160,8626619502,0,"[182723360, 144158799]",True,nan,nan,secondary,50,False,40.647,"[2080, 66, 1945, 69, 72, 73, 882, 951, 952, 953, 1946, 1947, 63]",12,50.0,0.001,nan,1.0,1.0,1.7222222222222223,1.0,"[np.float64(3.0), np.float64(4.0), np.float64(nan), np.float64(4.0), np.float64(nan), np.float64(nan), np.float64(4.0), np.float64(nan), np.float64(4.0), np.float64(nan), np.float64(3.0), np.float64(nan), np.float64(3.0)]",25.0,"[np.float64(3.0), np.float64(4.0), np.float64(nan), np.float64(4.0), np.float64(nan), np.float64(nan), np.float64(4.0), np.float64(nan), np.float64(4.0), np.float64(nan), np.float64(3.0), np.float64(nan), np.float64(3.0)]",25.0,"[np.float64(5.0), np.float64(6.0), np.float64(nan), np.float64(8.0), np.float64(nan), np.float64(nan), np.float64(9.0), np.float64(4.0), np.float64(9.0), np.float64(8.0), np.float64(6.0), np.float64(4.0), np.float64(7.0)]",66.0,"[np.float64(5.0), np.float64(6.0), np.float64(nan), np.float64(8.0), np.float64(nan), np.float64(nan), np.float64(9.0), np.float64(4.0), np.float64(9.0), np.float64(8.0), np.float64(6.0), np.float64(4.0), np.float64(7.0)]",66.0,Witte Hoek,roundabout
42016160,3441582576,0,"[459840416, 182723268, 587459367, 178160302, 224450608]",False,2,nan,secondary,50,False,435.00999999999993,"[1792, 1537, 1794, 1796, 1798, 1800, 1802, 1804, 1806, 1808, 1554, 1810, 1812, 1556, 1814, 1816, 1786, 1566, 1569, 1572, 1788, 41, 44, 51, 54, 2111, 1235, 1372, 1374, 1376, 1378, 1381, 1383, 2664, 1385, 2666, 1387, 1390, 1392, 1394, 1266, 1396, 1398, 1400, 1402, 1404, 1790]",104,50.0,0.009,nan,2.933333333333333,1.0,3.911764705882353,1.0,"[np.float64(nan), np.float64(22.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(6.0), np.float64(9.0), np.float64(nan), np.float64(26.0), np.float64(185.0), np.float64(25.0), np.float64(40.0), np.float64(233.0), np.float64(54.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(20.0), np.float64(nan), np.float64(19.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(12.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",651.0,"[np.float64(nan), np.float64(22.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(6.0), np.float64(9.0), np.float64(nan), np.float64(26.0), np.float64(185.0), np.float64(25.0), np.float64(40.0), np.float64(233.0), np.float64(54.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(20.0), np.float64(nan), np.float64(19.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(12.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",651.0,"[np.float64(nan), np.float64(16.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(18.0), np.float64(nan), np.float64(26.0), np.float64(282.0), np.float64(34.0), np.float64(50.0), np.float64(295.0), np.float64(88.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(nan), np.float64(29.0), np.float64(8.0), np.float64(54.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(26.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(7.0), np.float64(nan), np.float64(nan)]",949.0,"[np.float64(nan), np.float64(16.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(18.0), np.float64(nan), np.float64(26.0), np.float64(282.0), np.float64(34.0), np.float64(50.0), np.float64(295.0), np.float64(88.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(nan), np.float64(29.0), np.float64(8.0), np.float64(54.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(26.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(7.0), np.float64(nan), np.float64(nan)]",949.0,Ambyerweg,nan
42016160,931725785,0,"[182723360, 182723353]",True,nan,nan,secondary,50,False,42.17400000000001,"[67, 996, 68, 71, 1950, 61, 950, 954, 955, 1948, 1949, 62, 2079]",73,50.0,0.001,nan,,1.0,1.75,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(6.0), np.float64(nan), np.float64(5.0), np.float64(nan), np.float64(8.0), np.float64(4.0), np.float64(10.0), np.float64(4.0), np.float64(6.0), np.float64(5.0), np.float64(5.0), np.float64(11.0), np.float64(7.0)]",71.0,"[np.float64(6.0), np.float64(nan), np.float64(5.0), np.float64(nan), np.float64(8.0), np.float64(4.0), np.float64(10.0), np.float64(4.0), np.float64(6.0), np.float64(5.0), np.float64(5.0), np.float64(11.0), np.float64(7.0)]",71.0,Witte Hoek,roundabout
42016633,42017065,0,"[6779100, 1094520676, 465432950]",True,1,A79,motorway_link,"['100', '80']",False,445.435,"[70, 1655, 75, 880, 79, 1648, 1649, 1650, 1011, 1651, 1652, 1647, 1653, 1654, 1012]",15,90.0,0.005,nan,,1.0,,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan
42017065,355917887,0,"[6779104, 6779079, 6779080, 6779082, 948868234, 6778579]",True,2,A79,motorway,100,False,1141.7720000000002,"[1683, 2198, 2204, 2205, 2206, 2207, 2233, 2234, 2235, 2238, 2239, 2245, 78, 2384, 2385, 2386, 83, 986, 987, 95, 97, 1123, 103, 1129, 110, 1136, 113, 115, 119, 122, 126, 127]",14,100.0,0.011,yes,4.571428571428571,1.0,4.785714285714286,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(6345.0), np.float64(nan), np.float64(nan), np.float64(39531.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",45876.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(6345.0), np.float64(nan), np.float64(nan), np.float64(39531.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",45876.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(12690.0), np.float64(nan), np.float64(nan), np.float64(40786.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",53476.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(12690.0), np.float64(nan), np.float64(nan), np.float64(40786.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",53476.0,nan,nan
42017884,931725785,0,6779711,True,nan,nan,secondary,50,False,77.825,"[2176, 2177, 2178, 101, 1418, 1258, 76, 2192, 82, 2175]",16,50.0,0.002,nan,1.0,1.0,1.7142857142857142,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(10.0), np.float64(nan), np.float64(nan), np.float64(nan)]",18.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(10.0), np.float64(nan), np.float64(nan), np.float64(nan)]",18.0,"[np.float64(nan), np.float64(5.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(22.0), np.float64(14.0), np.float64(nan), np.float64(nan), np.float64(nan)]",41.0,"[np.float64(nan), np.float64(5.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(22.0), np.float64(14.0), np.float64(nan), np.float64(nan), np.float64(nan)]",41.0,Maastrichterweg,nan
